name,image_url,role,trend,elo,patch,region,score,games,pickrate,rolerate,winrate,banrate,tier,kda
Nunu,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nunu.png,JUNGLE,-1.21,platinum,13.7,ph,49.35,2320,0.0553,0.9587,0.47840000000000005,0.0313,A,2.53
Neeko,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Neeko.png,TOP,-5.86,platinum,13.7,ph,25.75,97,0.0018,0.147,0.4639,0.0019,D,1.67
Nocturne,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nocturne.png,JUNGLE,+4.22,platinum,13.7,ph,60.21,2712,0.053099999999999994,0.9672,0.5328,0.0636,S,2.67
Neeko,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Neeko.png,SUPPORT,-5.40,platinum,13.7,ph,33.88,132,0.003,0.2,0.48479999999999995,0.0019,D,2.12
Nilah,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nilah.png,ADC,+4.79,platinum,13.7,ph,36.47,1390,0.030600000000000002,0.9037999999999999,0.5236999999999999,0.0391,C,2.34
Nidalee,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nidalee.png,JUNGLE,-3.47,platinum,13.7,ph,33.48,1184,0.0233,0.8909,0.4459,0.0022,D,2.62
Neeko,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Neeko.png,MID,+4.87,platinum,13.7,ph,45.54,393,0.0101,0.5954999999999999,0.514,0.0019,B,2.35
Nautilus,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nautilus.png,SUPPORT,+4.83,platinum,13.7,ph,55.31,2753,0.06309999999999999,0.9231999999999999,0.5027,0.1184,A,2.24
Nasus,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nasus.png,TOP,+3.45,platinum,13.7,ph,58.51,1937,0.042199999999999994,0.8256999999999999,0.5276,0.04650000000000001,S,2.02
Nami,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Nami.png,SUPPORT,+2.74,platinum,13.7,ph,59.22,3251,0.0673,0.9909,0.5103,0.0174,S,3.06
Morgana,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Morgana.png,SUPPORT,+13.84,platinum,13.7,ph,67.06,3183,0.0722,0.8859,0.5099,0.3328,S,2.5
Mordekaiser,https://ddragon.leagueoflegends.com/cdn/13.7.1/img/champion/Mordekaiser.png,JUNGLE,+2.44,platinum,13.7,ph,44.48,572,0.011399999999999999,0.1367,0.521,0.1451,B,2.59
