name,image_url,role,trend,elo,patch,region,score,games,pickrate,rolerate,winrate,banrate,tier,kda
Aatrox,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Aatrox.png,TOP,-32.84,gold,13.1,oce,56.83,4764,0.0553,0.9111,0.4885,0.1641,A,1.86
Ekko,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Ekko.png,JUNGLE,+0.69,master,13.1,oce,73.71,408,0.1128,0.887,0.5245000000000001,0.1507,S+,3.18
Diana,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Diana.png,JUNGLE,+1.17,gold,13.1,oce,68.43,6171,0.0687,0.6879000000000001,0.5263,0.05,S+,2.56
Aatrox,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Aatrox.png,TOP,-33.77,silver,13.1,oce,55.89,9028,0.054400000000000004,0.9057,0.47979999999999995,0.1583,A,1.85
Vex,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Vex.png,MID,+2.50,gold,13.1,oce,60.85,4289,0.0472,0.9314,0.5265,0.0575,S,2.59
Draven,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Draven.png,ADC,+8.08,master,13.1,oce,66.08,384,0.1066,0.9343,0.5182,0.2761,S+,2.25
Aatrox,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Aatrox.png,TOP,-26.13,master,13.1,oce,63.84,325,0.0786,0.9286,0.5323,0.1093,S,1.93
Kayle,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Kayle.png,MID,-12.12,gold,13.1,oce,38.38,473,0.0058,0.15410000000000001,0.4989,0.0098,C,2.12
Vel'Koz,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Velkoz.png,MID,-10.17,gold,13.1,oce,37.87,1225,0.010700000000000001,0.34049999999999997,0.4816,0.0054,C,2.31
Ziggs,https://ddragon.leagueoflegends.com/cdn/13.1.1/img/champion/Ziggs.png,MID,,bronze,13.1,vn,53.11,6442,0.0231,0.5761,0.5036999999999999,0.0087,A,2.46
