name,image_url,role,trend,elo,patch,region,score,games,pickrate,rolerate,winrate,banrate,tier,kda
Yone,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Yone.png,MID,+2.30,silver,13.5,oce,55.45,7017,0.0718,0.6698000000000001,0.5058,0.09119999999999999,A,1.89
Yone,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Yone.png,TOP,+1.28,silver,13.5,oce,47.46,3077,0.0332,0.2937,0.4894,0.09119999999999999,B,1.6
Xerath,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Xerath.png,MID,-5.72,silver,13.5,oce,48.8,1484,0.0151,0.24280000000000002,0.4966,0.0492,A,3.05
Xin Zhao,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/XinZhao.png,JUNGLE,+6.66,silver,13.5,oce,47.23,2559,0.0281,0.8465,0.5146999999999999,0.0059,B,2.28
Xayah,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Xayah.png,ADC,-4.47,silver,13.5,oce,66.11,10344,0.1103,0.9865,0.5046,0.0851,S,2.42
Wukong,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/MonkeyKing.png,TOP,+2.38,silver,13.5,oce,37.88,1082,0.0105,0.1646,0.4972,0.024,C,2.15
Xerath,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Xerath.png,SUPPORT,+0.55,silver,13.5,oce,55.39,4482,0.0464,0.7334,0.5234000000000001,0.0492,A,2.56
Warwick,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Warwick.png,TOP,+0.93,silver,13.5,oce,46.3,1691,0.0184,0.22769999999999999,0.518,0.0742,B,1.88
Warwick,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Warwick.png,JUNGLE,-4.96,silver,13.5,oce,64.72,5585,0.0602,0.752,0.521,0.0742,S,2.28
Wukong,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/MonkeyKing.png,JUNGLE,+6.60,silver,13.5,oce,65.24,5264,0.0538,0.8006,0.53,0.024,S,2.81
Volibear,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Volibear.png,JUNGLE,+4.33,silver,13.5,oce,44.83,2036,0.0191,0.5196999999999999,0.5123,0.0089,B,2.65
Volibear,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Volibear.png,TOP,+0.66,silver,13.5,oce,41.61,1738,0.0176,0.4436,0.5081,0.0089,C,1.72
Vladimir,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Vladimir.png,TOP,+2.70,silver,13.5,oce,33.98,955,0.0098,0.17149999999999999,0.4901,0.04019999999999999,C,1.87
Viktor,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Viktor.png,MID,-2.10,silver,13.5,oce,51.27,3927,0.0412,0.9569,0.5055,0.0183,A,2.29
Viego,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Viego.png,JUNGLE,-9.06,silver,13.5,oce,62.16,6490,0.0674,0.9338,0.49829999999999997,0.0286,S,2.35
Vladimir,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Vladimir.png,MID,+1.83,silver,13.5,oce,50.8,4461,0.0434,0.8012,0.4979,0.04019999999999999,A,2.28
Vex,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Vex.png,MID,+1.22,silver,13.5,oce,49.93,3542,0.035699999999999996,0.9224,0.49689999999999995,0.0409,A,2.41
Vel'Koz,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Velkoz.png,MID,-3.60,silver,13.5,oce,43.85,843,0.0087,0.2656,0.4792,0.005699999999999999,B,2.49
Veigar,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Veigar.png,MID,+1.94,silver,13.5,oce,60.47,7732,0.0789,0.5611999999999999,0.5221,0.10189999999999999,S,2.43
Vel'Koz,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Velkoz.png,SUPPORT,-4.44,silver,13.5,oce,44.74,2212,0.022099999999999998,0.6969,0.5036,0.005699999999999999,B,2.21
Vi,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Vi.png,JUNGLE,-1.79,silver,13.5,oce,71.32,7547,0.07519999999999999,0.8734999999999999,0.5206000000000001,0.0332,S+,2.48
Vayne,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Vayne.png,ADC,+2.00,silver,13.5,oce,43.95,6130,0.058499999999999996,0.7927,0.5065,0.0455,B,2.08
Veigar,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Veigar.png,ADC,+23.53,silver,13.5,oce,61.96,4506,0.04769999999999999,0.3271,0.5637,0.10189999999999999,S,2.91
Vayne,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Vayne.png,TOP,+7.64,silver,13.5,oce,41.13,1427,0.0134,0.1845,0.5193,0.0455,C,1.59
Varus,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Varus.png,MID,-4.66,silver,13.5,oce,45.74,878,0.0095,0.126,0.5023,0.0138,B,2.18
Urgot,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Urgot.png,TOP,-0.78,silver,13.5,oce,51.52,3065,0.0305,0.8869,0.5106,0.014199999999999999,A,1.95
Varus,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Varus.png,ADC,-0.65,silver,13.5,oce,48.62,5755,0.060700000000000004,0.8262,0.5142,0.0138,A,2.42
Udyr,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Udyr.png,TOP,-3.67,silver,13.5,oce,31.0,806,0.0067,0.1582,0.4876,0.08960000000000001,D,1.76
Twitch,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Twitch.png,SUPPORT,-6.33,silver,13.5,oce,42.73,2221,0.0222,0.2332,0.4899,0.18710000000000002,B,1.97
Udyr,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Udyr.png,JUNGLE,-2.59,silver,13.5,oce,54.38,4147,0.04190000000000001,0.8140999999999999,0.5054,0.08960000000000001,A,2.52
Twitch,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Twitch.png,ADC,-1.15,silver,13.5,oce,51.98,5984,0.0601,0.6283,0.5102,0.18710000000000002,A,2.44
Tryndamere,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Tryndamere.png,MID,+0.29,silver,13.5,oce,48.53,740,0.0077,0.16519999999999999,0.5297,0.04019999999999999,B,2.09
Trundle,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Trundle.png,TOP,+3.61,silver,13.5,oce,33.53,731,0.0072,0.27399999999999997,0.5047999999999999,0.0101,C,1.55
Twisted Fate,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/TwistedFate.png,MID,-2.70,silver,13.5,oce,44.3,2160,0.0223,0.8643000000000001,0.4736,0.0014000000000000002,B,2.22
Tryndamere,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Tryndamere.png,TOP,+7.78,silver,13.5,oce,51.63,3388,0.034,0.7563,0.5059,0.04019999999999999,A,1.74
Tristana,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Tristana.png,MID,-0.27,silver,13.5,oce,48.88,1908,0.019,0.1814,0.5173,0.054900000000000004,A,2.11
Tristana,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Tristana.png,ADC,-2.74,silver,13.5,oce,53.15,8268,0.08130000000000001,0.7861,0.5028,0.054900000000000004,A,2.31
Thresh,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Thresh.png,SUPPORT,+2.14,silver,13.5,oce,76.38,13439,0.1409,0.9589,0.5102,0.06559999999999999,S+,2.58
Teemo,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Teemo.png,SUPPORT,-5.43,silver,13.5,oce,31.88,918,0.008199999999999999,0.1253,0.45640000000000003,0.0789,D,1.7
Trundle,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Trundle.png,JUNGLE,-0.07,silver,13.5,oce,44.37,1831,0.019299999999999998,0.6862999999999999,0.5101,0.0101,B,2.63
Teemo,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Teemo.png,TOP,-1.77,silver,13.5,oce,63.22,4964,0.053,0.6773,0.5014,0.0789,S,1.7
Taric,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Taric.png,SUPPORT,-1.80,silver,13.5,oce,52.83,1845,0.0177,0.82,0.5453,0.0051,A,2.78
Talon,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Talon.png,JUNGLE,+3.77,silver,13.5,oce,24.49,960,0.0095,0.2523,0.4458,0.0068000000000000005,D,2.3
Talon,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Talon.png,MID,+0.20,silver,13.5,oce,44.85,2736,0.027999999999999997,0.7191,0.47509999999999997,0.0068000000000000005,B,2.07
Taliyah,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Taliyah.png,SUPPORT,+7.19,silver,13.5,oce,39.83,227,0.0022,0.12539999999999998,0.5065999999999999,0.0024,C,1.95
Taliyah,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Taliyah.png,MID,-3.34,silver,13.5,oce,45.61,1202,0.0125,0.6640999999999999,0.4975,0.0024,B,2.18
Tahm Kench,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/TahmKench.png,TOP,-2.02,silver,13.5,oce,44.18,1869,0.0192,0.6199,0.4971,0.009899999999999999,B,2.33
Taliyah,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Taliyah.png,JUNGLE,+17.50,silver,13.5,oce,40.2,298,0.0032,0.1646,0.5235,0.0024,C,2.65
Syndra,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Syndra.png,MID,-2.41,silver,13.5,oce,50.03,4101,0.044000000000000004,0.9011,0.4913,0.024300000000000002,A,2.29
Tahm Kench,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/TahmKench.png,SUPPORT,+5.46,silver,13.5,oce,44.48,831,0.008199999999999999,0.2756,0.5174,0.009899999999999999,B,2.37
Sylas,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sylas.png,MID,+0.44,silver,13.5,oce,53.22,5825,0.057800000000000004,0.5202,0.48979999999999996,0.1804,A,2.18
Soraka,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Soraka.png,SUPPORT,-3.63,silver,13.5,oce,50.52,3825,0.0432,0.9505,0.4986,0.0181,A,2.71
Swain,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Swain.png,SUPPORT,-2.96,silver,13.5,oce,49.43,4032,0.04019999999999999,0.6804000000000001,0.5027,0.024399999999999998,A,2.36
Swain,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Swain.png,MID,-2.91,silver,13.5,oce,49.87,1256,0.0123,0.2119,0.5183,0.024399999999999998,A,2.72
Sylas,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sylas.png,JUNGLE,-14.92,silver,13.5,oce,56.31,4414,0.046,0.3942,0.49570000000000003,0.1804,A,2.44
Sona,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sona.png,SUPPORT,-4.72,silver,13.5,oce,52.08,2917,0.0318,0.9812000000000001,0.5207,0.0023,A,2.86
Skarner,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Skarner.png,TOP,-13.12,silver,13.5,oce,15.96,181,0.0015,0.18739999999999998,0.43090000000000006,0.0017000000000000001,D,2.0
Skarner,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Skarner.png,JUNGLE,+10.06,silver,13.5,oce,39.37,737,0.0089,0.7629,0.5075,0.0017000000000000001,C,2.67
Sion,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sion.png,MID,,silver,13.5,oce,44.69,1189,0.0105,0.1246,0.5223,0.0414,B,1.04
Singed,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Singed.png,MID,-4.88,silver,13.5,oce,53.76,465,0.0044,0.162,0.5613,0.0083,A,2.7
Singed,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Singed.png,TOP,-1.97,silver,13.5,oce,47.9,2016,0.0196,0.7023999999999999,0.5273,0.0083,B,1.81
Sion,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sion.png,TOP,+6.84,silver,13.5,oce,75.42,7150,0.0706,0.7490000000000001,0.5168,0.0414,S+,1.57
Shyvana,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Shyvana.png,TOP,,silver,13.5,oce,30.57,242,0.0028000000000000004,0.1069,0.4917,0.006,D,1.95
Shen,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Shen.png,SUPPORT,-1.42,silver,13.5,oce,39.5,674,0.0067,0.1193,0.4852,0.010700000000000001,C,2.63
Sivir,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sivir.png,ADC,-2.81,silver,13.5,oce,44.91,5343,0.0535,0.9863,0.505,0.013500000000000002,B,2.55
Shyvana,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Shyvana.png,JUNGLE,+4.85,silver,13.5,oce,49.17,1842,0.020099999999999996,0.8140000000000001,0.532,0.006,A,2.59
Shen,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Shen.png,TOP,+8.52,silver,13.5,oce,67.97,4331,0.042199999999999994,0.7667,0.5196999999999999,0.010700000000000001,S,3.03
Shaco,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Shaco.png,SUPPORT,-2.30,silver,13.5,oce,45.4,1370,0.0134,0.1739,0.5146000000000001,0.1856,B,2.24
Sett,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sett.png,TOP,+2.39,silver,13.5,oce,72.21,5590,0.0621,0.8306,0.5207999999999999,0.0335,S+,1.78
Shaco,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Shaco.png,JUNGLE,-3.73,silver,13.5,oce,63.06,5849,0.057,0.7426,0.49310000000000004,0.1856,S,2.66
Seraphine,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Seraphine.png,ADC,-1.02,silver,13.5,oce,40.72,1049,0.011200000000000002,0.1971,0.5338,0.0149,C,2.93
Senna,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Senna.png,SUPPORT,-2.43,silver,13.5,oce,66.26,10290,0.10880000000000001,0.9073,0.5025,0.0412,S,2.49
Sejuani,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Sejuani.png,JUNGLE,+2.42,silver,13.5,oce,56.95,3770,0.0379,0.8442000000000001,0.518,0.0131,S,3.1
Seraphine,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Seraphine.png,SUPPORT,-2.95,silver,13.5,oce,49.53,3828,0.0436,0.7193,0.4974,0.0149,A,2.46
Samira,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Samira.png,ADC,+3.22,silver,13.5,oce,57.34,7116,0.0737,0.9727,0.5155,0.19640000000000002,S,2.2
Ryze,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Ryze.png,TOP,-6.81,silver,13.5,oce,35.83,310,0.0028000000000000004,0.1305,0.5129,0.0049,C,1.99
Ryze,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Ryze.png,MID,-0.39,silver,13.5,oce,45.44,1985,0.0194,0.8354,0.4836,0.0049,B,2.33
Rumble,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rumble.png,TOP,-8.42,silver,13.5,oce,21.74,1022,0.0109,0.3899,0.4354,0.0067,D,1.88
Rumble,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rumble.png,JUNGLE,,silver,13.5,oce,22.66,273,0.003,0.1042,0.44689999999999996,0.0067,D,2.45
Rumble,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rumble.png,MID,-3.14,silver,13.5,oce,42.06,1200,0.013000000000000001,0.4578,0.4692,0.0067,C,2.11
Riven,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Riven.png,TOP,+5.36,silver,13.5,oce,65.5,6092,0.0645,0.8554,0.4877,0.0155,S,1.81
Rengar,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rengar.png,JUNGLE,-1.44,silver,13.5,oce,43.59,3647,0.037200000000000004,0.7512000000000001,0.4768,0.0338,B,2.27
Renekton,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Renekton.png,TOP,+0.65,silver,13.5,oce,49.79,3666,0.037000000000000005,0.8311,0.4899,0.0232,A,1.81
Renata Glasc,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Renata.png,SUPPORT,-0.21,silver,13.5,oce,49.34,2046,0.021099999999999997,0.9808,0.5239,0.009399999999999999,A,2.6
Rengar,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rengar.png,TOP,-3.40,silver,13.5,oce,34.31,999,0.0095,0.20579999999999998,0.4925,0.0338,C,1.87
Renekton,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Renekton.png,MID,-4.97,silver,13.5,oce,43.52,639,0.006,0.1449,0.49450000000000005,0.0232,B,1.94
Rammus,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rammus.png,TOP,,silver,13.5,oce,41.55,657,0.0062,0.131,0.5342,0.1024,C,1.75
Rell,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rell.png,SUPPORT,-1.77,silver,13.5,oce,44.28,1160,0.0129,0.9691,0.5103,0.0037,B,2.36
Rammus,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rammus.png,JUNGLE,-6.37,silver,13.5,oce,61.91,4145,0.0408,0.8264,0.5274,0.1024,S,3.08
Rakan,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Rakan.png,SUPPORT,-3.73,silver,13.5,oce,57.05,5413,0.0587,0.9649,0.5136,0.0146,S,2.83
Rek'Sai,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/RekSai.png,JUNGLE,+1.04,silver,13.5,oce,29.38,1160,0.0134,0.937,0.4612,0.0067,D,2.28
Quinn,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Quinn.png,TOP,-1.52,silver,13.5,oce,35.24,1550,0.0147,0.7356,0.4865,0.0095,C,1.78
Quinn,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Quinn.png,MID,-2.42,silver,13.5,oce,44.72,234,0.0023,0.11109999999999999,0.5043,0.0095,B,2.12
Qiyana,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Qiyana.png,JUNGLE,+19.50,silver,13.5,oce,25.28,357,0.0037,0.1103,0.4594,0.008,D,2.38
Qiyana,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Qiyana.png,MID,+2.64,silver,13.5,oce,44.17,2758,0.0277,0.8523000000000001,0.4703,0.008,B,2.05
Poppy,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Poppy.png,TOP,-4.33,silver,13.5,oce,29.74,851,0.009000000000000001,0.3455,0.47,0.005699999999999999,D,2.03
Pyke,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Pyke.png,SUPPORT,-3.56,silver,13.5,oce,58.5,7166,0.077,0.9453,0.494,0.15039999999999998,S,2.17
Poppy,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Poppy.png,JUNGLE,+2.61,silver,13.5,oce,39.98,1213,0.012,0.4925,0.5029,0.005699999999999999,C,2.7
Poppy,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Poppy.png,SUPPORT,,silver,13.5,oce,46.51,328,0.0029,0.1332,0.5366,0.005699999999999999,B,2.36
Pantheon,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Pantheon.png,JUNGLE,,silver,13.5,oce,32.41,1050,0.0103,0.10220000000000001,0.4752,0.0381,D,2.51
Pantheon,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Pantheon.png,SUPPORT,+4.64,silver,13.5,oce,46.42,2732,0.026699999999999998,0.2659,0.5102,0.0381,B,2.0
Pantheon,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Pantheon.png,TOP,+1.23,silver,13.5,oce,50.65,3117,0.032,0.3034,0.4966,0.0381,A,2.1
Pantheon,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Pantheon.png,MID,+5.30,silver,13.5,oce,55.34,3175,0.0323,0.3091,0.5468,0.0381,A,2.4
Ornn,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Ornn.png,TOP,-0.20,silver,13.5,oce,55.4,2850,0.030299999999999997,0.8970999999999999,0.5172,0.0060999999999999995,A,2.33
Olaf,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Olaf.png,JUNGLE,+3.84,silver,13.5,oce,27.77,570,0.0060999999999999995,0.1229,0.4719,0.0462,D,2.14
Nilah,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Nilah.png,ADC,+1.52,silver,13.5,oce,45.9,2940,0.029500000000000002,0.9611,0.5497,0.033,B,2.28
Olaf,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Olaf.png,TOP,+2.27,silver,13.5,oce,56.93,3956,0.0406,0.853,0.5099,0.0462,S,1.77
Nocturne,https://ddragon.leagueoflegends.com/cdn/13.5.1/img/champion/Nocturne.png,JUNGLE,+3.53,silver,13.5,oce,71.16,6906,0.0687,0.9553,0.5256000000000001,0.049100000000000005,S+,2.7
